,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,ctn-1,last_week_same_hour,last_day_same_hour
2011-07-27 13:00:00,3.0,0.0,7.0,13.0,0.0,3.0,1.0,1.0,0.84,0.7273,0.3,0.3582,180.0,11.0,120.0,182.0
2011-07-27 14:00:00,3.0,0.0,7.0,14.0,0.0,3.0,1.0,1.0,0.84,0.7273,0.28,0.2239,127.0,-53.0,127.0,147.0
2011-07-27 15:00:00,3.0,0.0,7.0,15.0,0.0,3.0,1.0,1.0,0.86,0.7424,0.26,0.2537,140.0,13.0,138.0,163.0
2011-07-27 16:00:00,3.0,0.0,7.0,16.0,0.0,3.0,1.0,1.0,0.86,0.7273,0.25,0.1642,268.0,128.0,234.0,254.0
2011-07-27 17:00:00,3.0,0.0,7.0,17.0,0.0,3.0,1.0,1.0,0.84,0.7121,0.26,0.2239,572.0,304.0,455.0,537.0
2011-07-27 18:00:00,3.0,0.0,7.0,18.0,0.0,3.0,1.0,1.0,0.82,0.7121,0.28,0.1045,541.0,-31.0,497.0,546.0
2011-07-27 19:00:00,3.0,0.0,7.0,19.0,0.0,3.0,1.0,1.0,0.8,0.6970000000000001,0.29,0.0896,375.0,-166.0,382.0,398.0
2011-07-27 20:00:00,3.0,0.0,7.0,20.0,0.0,3.0,1.0,1.0,0.76,0.6818,0.45,0.2239,294.0,-81.0,309.0,290.0
2011-07-27 21:00:00,3.0,0.0,7.0,21.0,0.0,3.0,1.0,1.0,0.74,0.6667,0.48,0.1045,245.0,-49.0,242.0,267.0
2011-07-27 22:00:00,3.0,0.0,7.0,22.0,0.0,3.0,1.0,1.0,0.72,0.6667,0.48,0.0,180.0,-65.0,169.0,158.0
2011-07-27 23:00:00,3.0,0.0,7.0,23.0,0.0,3.0,1.0,1.0,0.74,0.6667,0.45,0.0896,109.0,-71.0,99.0,89.0
2011-07-28 00:00:00,3.0,0.0,7.0,0.0,0.0,4.0,1.0,1.0,0.7,0.6515,0.51,0.1343,45.0,-64.0,42.0,45.0
2011-07-28 01:00:00,3.0,0.0,7.0,1.0,0.0,4.0,1.0,1.0,0.72,0.6667,0.51,0.0,29.0,-16.0,21.0,10.0
2011-07-28 02:00:00,3.0,0.0,7.0,2.0,0.0,4.0,1.0,1.0,0.72,0.6667,0.54,0.1045,7.0,-22.0,6.0,6.0
2011-07-28 03:00:00,3.0,0.0,7.0,3.0,0.0,4.0,1.0,1.0,0.72,0.6667,0.54,0.0,5.0,-2.0,6.0,4.0
2011-07-28 04:00:00,3.0,0.0,7.0,4.0,0.0,4.0,1.0,1.0,0.7,0.6515,0.61,0.1045,6.0,1.0,4.0,4.0
2011-07-28 05:00:00,3.0,0.0,7.0,5.0,0.0,4.0,1.0,1.0,0.7,0.6515,0.65,0.1045,27.0,21.0,18.0,18.0
2011-07-28 06:00:00,3.0,0.0,7.0,6.0,0.0,4.0,1.0,1.0,0.7,0.6515,0.7,0.0896,116.0,89.0,117.0,123.0
2011-07-28 07:00:00,3.0,0.0,7.0,7.0,0.0,4.0,1.0,1.0,0.72,0.6818,0.7,0.1642,305.0,189.0,274.0,347.0
2011-07-28 08:00:00,3.0,0.0,7.0,8.0,0.0,4.0,1.0,1.0,0.74,0.6970000000000001,0.66,0.1642,456.0,151.0,381.0,433.0
2011-07-28 09:00:00,3.0,0.0,7.0,9.0,0.0,4.0,1.0,1.0,0.78,0.7424,0.59,0.19399999999999998,210.0,-246.0,200.0,216.0
2011-07-28 10:00:00,3.0,0.0,7.0,10.0,0.0,4.0,1.0,1.0,0.8,0.7576,0.55,0.2836,116.0,-94.0,78.0,114.0
2011-07-28 11:00:00,3.0,0.0,7.0,11.0,0.0,4.0,1.0,1.0,0.84,0.8182,0.56,0.2836,154.0,38.0,106.0,136.0
2011-07-28 12:00:00,3.0,0.0,7.0,12.0,0.0,4.0,1.0,1.0,0.84,0.8029999999999999,0.53,0.2537,186.0,32.0,135.0,169.0
2011-07-28 13:00:00,3.0,0.0,7.0,13.0,0.0,4.0,1.0,1.0,0.86,0.8029999999999999,0.47,0.2537,152.0,-34.0,102.0,180.0
2011-07-28 14:00:00,3.0,0.0,7.0,14.0,0.0,4.0,1.0,2.0,0.84,0.7879,0.49,0.2537,138.0,-14.0,147.0,127.0
2011-07-28 15:00:00,3.0,0.0,7.0,15.0,0.0,4.0,1.0,1.0,0.86,0.8182,0.5,0.19399999999999998,146.0,8.0,133.0,140.0
2011-07-28 16:00:00,3.0,0.0,7.0,16.0,0.0,4.0,1.0,1.0,0.86,0.8029999999999999,0.47,0.1642,256.0,110.0,210.0,268.0
2011-07-28 17:00:00,3.0,0.0,7.0,17.0,0.0,4.0,1.0,1.0,0.84,0.8029999999999999,0.53,0.19399999999999998,468.0,212.0,414.0,572.0
2011-07-28 18:00:00,3.0,0.0,7.0,18.0,0.0,4.0,1.0,1.0,0.84,0.8182,0.56,0.2239,483.0,15.0,382.0,541.0
2011-07-28 19:00:00,3.0,0.0,7.0,19.0,0.0,4.0,1.0,1.0,0.82,0.8029999999999999,0.59,0.19399999999999998,322.0,-161.0,284.0,375.0
2011-07-28 20:00:00,3.0,0.0,7.0,20.0,0.0,4.0,1.0,1.0,0.8,0.7879,0.63,0.19399999999999998,270.0,-52.0,237.0,294.0
2011-07-28 21:00:00,3.0,0.0,7.0,21.0,0.0,4.0,1.0,1.0,0.78,0.7576,0.66,0.2836,196.0,-74.0,225.0,245.0
2011-07-28 22:00:00,3.0,0.0,7.0,22.0,0.0,4.0,1.0,1.0,0.76,0.7273,0.7,0.2537,174.0,-22.0,149.0,180.0
2011-07-28 23:00:00,3.0,0.0,7.0,23.0,0.0,4.0,1.0,1.0,0.76,0.7424,0.75,0.19399999999999998,123.0,-51.0,113.0,109.0
2011-07-29 00:00:00,3.0,0.0,7.0,0.0,0.0,5.0,1.0,1.0,0.74,0.7121,0.79,0.1642,57.0,-66.0,60.0,45.0
2011-07-29 01:00:00,3.0,0.0,7.0,1.0,0.0,5.0,1.0,1.0,0.74,0.7121,0.79,0.1343,34.0,-23.0,24.0,29.0
2011-07-29 02:00:00,3.0,0.0,7.0,2.0,0.0,5.0,1.0,1.0,0.74,0.7121,0.79,0.0,13.0,-21.0,14.0,7.0
2011-07-29 03:00:00,3.0,0.0,7.0,3.0,0.0,5.0,1.0,1.0,0.74,0.7121,0.79,0.0,11.0,-2.0,7.0,5.0
2011-07-29 04:00:00,3.0,0.0,7.0,4.0,0.0,5.0,1.0,1.0,0.72,0.7121,0.84,0.1343,6.0,-5.0,13.0,6.0
2011-07-29 05:00:00,3.0,0.0,7.0,5.0,0.0,5.0,1.0,1.0,0.72,0.7121,0.84,0.0,27.0,21.0,19.0,27.0
2011-07-29 06:00:00,3.0,0.0,7.0,6.0,0.0,5.0,1.0,2.0,0.72,0.7121,0.84,0.0,90.0,63.0,96.0,116.0
2011-07-29 07:00:00,3.0,0.0,7.0,7.0,0.0,5.0,1.0,2.0,0.74,0.7121,0.79,0.0896,254.0,164.0,252.0,305.0
2011-07-29 08:00:00,3.0,0.0,7.0,8.0,0.0,5.0,1.0,2.0,0.76,0.7727,0.77,0.0,384.0,130.0,322.0,456.0
2011-07-29 09:00:00,3.0,0.0,7.0,9.0,0.0,5.0,1.0,1.0,0.86,0.8029999999999999,0.47,0.2537,179.0,-205.0,208.0,210.0
2011-07-29 10:00:00,3.0,0.0,7.0,10.0,0.0,5.0,1.0,1.0,0.9,0.8485,0.42,0.2836,106.0,-73.0,115.0,116.0
2011-07-29 11:00:00,3.0,0.0,7.0,11.0,0.0,5.0,1.0,1.0,0.92,0.8788,0.4,0.2985,161.0,55.0,109.0,154.0
2011-07-29 12:00:00,3.0,0.0,7.0,12.0,0.0,5.0,1.0,1.0,0.96,0.8636,0.31,0.2836,135.0,-26.0,115.0,186.0
2011-07-29 13:00:00,3.0,0.0,7.0,13.0,0.0,5.0,1.0,1.0,0.94,0.8333,0.31,0.0,156.0,21.0,123.0,152.0
2011-07-29 14:00:00,3.0,0.0,7.0,14.0,0.0,5.0,1.0,1.0,0.96,0.8636,0.3,0.2239,148.0,-8.0,101.0,138.0
2011-07-29 15:00:00,3.0,0.0,7.0,15.0,0.0,5.0,1.0,1.0,0.96,0.8636,0.3,0.2537,169.0,21.0,133.0,146.0
2011-07-29 16:00:00,3.0,0.0,7.0,16.0,0.0,5.0,1.0,1.0,0.96,0.8636,0.3,0.3881,233.0,64.0,182.0,256.0
2011-07-29 17:00:00,3.0,0.0,7.0,17.0,0.0,5.0,1.0,1.0,0.96,0.8636,0.3,0.2985,421.0,188.0,306.0,468.0
2011-07-29 18:00:00,3.0,0.0,7.0,18.0,0.0,5.0,1.0,1.0,0.92,0.8636,0.37,0.3284,362.0,-59.0,284.0,483.0
2011-07-29 19:00:00,3.0,0.0,7.0,19.0,0.0,5.0,1.0,1.0,0.9,0.8485,0.42,0.2239,241.0,-121.0,250.0,322.0
2011-07-29 20:00:00,3.0,0.0,7.0,20.0,0.0,5.0,1.0,1.0,0.86,0.7879,0.41,0.3284,206.0,-35.0,212.0,270.0
2011-07-29 21:00:00,3.0,0.0,7.0,21.0,0.0,5.0,1.0,1.0,0.82,0.7576,0.46,0.1642,163.0,-43.0,190.0,196.0
2011-07-29 22:00:00,3.0,0.0,7.0,22.0,0.0,5.0,1.0,1.0,0.8,0.7424,0.49,0.2239,174.0,11.0,149.0,174.0
2011-07-29 23:00:00,3.0,0.0,7.0,23.0,0.0,5.0,1.0,1.0,0.78,0.7121,0.52,0.1045,116.0,-58.0,103.0,123.0
2011-07-30 00:00:00,3.0,0.0,7.0,0.0,0.0,6.0,0.0,1.0,0.76,0.6970000000000001,0.55,0.19399999999999998,133.0,17.0,101.0,57.0
2011-07-30 01:00:00,3.0,0.0,7.0,1.0,0.0,6.0,0.0,1.0,0.76,0.6970000000000001,0.55,0.0896,90.0,-43.0,70.0,34.0
2011-07-30 02:00:00,3.0,0.0,7.0,2.0,0.0,6.0,0.0,1.0,0.76,0.6970000000000001,0.55,0.1045,42.0,-48.0,61.0,13.0
2011-07-30 03:00:00,3.0,0.0,7.0,3.0,0.0,6.0,0.0,1.0,0.74,0.6818,0.62,0.1642,43.0,1.0,22.0,11.0
2011-07-30 04:00:00,3.0,0.0,7.0,4.0,0.0,6.0,0.0,1.0,0.72,0.6818,0.66,0.1642,10.0,-33.0,9.0,6.0
2011-07-30 05:00:00,3.0,0.0,7.0,5.0,0.0,6.0,0.0,1.0,0.72,0.6818,0.7,0.2836,13.0,3.0,7.0,27.0
2011-07-30 06:00:00,3.0,0.0,7.0,6.0,0.0,6.0,0.0,1.0,0.72,0.6818,0.7,0.2985,24.0,11.0,25.0,90.0
2011-07-30 07:00:00,3.0,0.0,7.0,7.0,0.0,6.0,0.0,1.0,0.76,0.7273,0.66,0.19399999999999998,42.0,18.0,45.0,254.0
2011-07-30 08:00:00,3.0,0.0,7.0,8.0,0.0,6.0,0.0,1.0,0.78,0.7424,0.59,0.2239,114.0,72.0,109.0,384.0
2011-07-30 09:00:00,3.0,0.0,7.0,9.0,0.0,6.0,0.0,1.0,0.82,0.7576,0.46,0.2985,174.0,60.0,132.0,179.0
2011-07-30 10:00:00,3.0,0.0,7.0,10.0,0.0,6.0,0.0,1.0,0.82,0.7424,0.41,0.2985,261.0,87.0,198.0,106.0
2011-07-30 11:00:00,3.0,0.0,7.0,11.0,0.0,6.0,0.0,1.0,0.84,0.7424,0.36,0.19399999999999998,317.0,56.0,216.0,161.0
2011-07-30 12:00:00,3.0,0.0,7.0,12.0,0.0,6.0,0.0,1.0,0.84,0.7273,0.32,0.1642,341.0,24.0,235.0,135.0
2011-07-30 13:00:00,3.0,0.0,7.0,13.0,0.0,6.0,0.0,1.0,0.88,0.7576,0.29,0.0,308.0,-33.0,245.0,156.0
2011-07-30 14:00:00,3.0,0.0,7.0,14.0,0.0,6.0,0.0,1.0,0.9,0.7879,0.29,0.0,305.0,-3.0,236.0,148.0
2011-07-30 15:00:00,3.0,0.0,7.0,15.0,0.0,6.0,0.0,1.0,0.9,0.8029999999999999,0.31,0.1343,302.0,-3.0,215.0,169.0
2011-07-30 16:00:00,3.0,0.0,7.0,16.0,0.0,6.0,0.0,1.0,0.9,0.7879,0.27,0.2239,302.0,0.0,221.0,233.0
2011-07-30 17:00:00,3.0,0.0,7.0,17.0,0.0,6.0,0.0,1.0,0.9,0.7879,0.29,0.1045,302.0,0.0,197.0,421.0
2011-07-30 18:00:00,3.0,0.0,7.0,18.0,0.0,6.0,0.0,1.0,0.88,0.7576,0.28,0.19399999999999998,299.0,-3.0,196.0,362.0
2011-07-30 19:00:00,3.0,0.0,7.0,19.0,0.0,6.0,0.0,1.0,0.74,0.6515,0.33,0.2239,256.0,-43.0,217.0,241.0
2011-07-30 20:00:00,3.0,0.0,7.0,20.0,0.0,6.0,0.0,1.0,0.82,0.7424,0.43,0.1343,206.0,-50.0,145.0,206.0
2011-07-30 21:00:00,3.0,0.0,7.0,21.0,0.0,6.0,0.0,1.0,0.8,0.7424,0.49,0.1642,205.0,-1.0,154.0,163.0
2011-07-30 22:00:00,3.0,0.0,7.0,22.0,0.0,6.0,0.0,1.0,0.78,0.7121,0.52,0.1045,209.0,4.0,125.0,174.0
2011-07-30 23:00:00,3.0,0.0,7.0,23.0,0.0,6.0,0.0,1.0,0.76,0.6970000000000001,0.55,0.0896,177.0,-32.0,104.0,116.0
2011-07-31 00:00:00,3.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.76,0.6970000000000001,0.55,0.0896,113.0,-64.0,119.0,133.0
2011-07-31 01:00:00,3.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.74,0.6818,0.62,0.0896,79.0,-34.0,96.0,90.0
2011-07-31 02:00:00,3.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,0.74,0.6970000000000001,0.66,0.0896,67.0,-12.0,60.0,42.0
2011-07-31 03:00:00,3.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,0.74,0.6970000000000001,0.66,0.0,50.0,-17.0,37.0,43.0
2011-07-31 04:00:00,3.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,0.72,0.6818,0.7,0.0,13.0,-37.0,6.0,10.0
2011-07-31 05:00:00,3.0,0.0,7.0,5.0,0.0,0.0,0.0,1.0,0.72,0.6818,0.69,0.0,8.0,-5.0,8.0,13.0
2011-07-31 06:00:00,3.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,0.74,0.6970000000000001,0.7,0.0,13.0,5.0,22.0,24.0
2011-07-31 07:00:00,3.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,0.74,0.6818,0.58,0.1343,45.0,32.0,35.0,42.0
2011-07-31 08:00:00,3.0,0.0,7.0,8.0,0.0,0.0,0.0,1.0,0.76,0.6970000000000001,0.55,0.2239,142.0,97.0,104.0,114.0
2011-07-31 09:00:00,3.0,0.0,7.0,9.0,0.0,0.0,0.0,1.0,0.8,0.7424,0.49,0.0,183.0,41.0,154.0,174.0
2011-07-31 10:00:00,3.0,0.0,7.0,10.0,0.0,0.0,0.0,1.0,0.84,0.7424,0.36,0.1642,254.0,71.0,226.0,261.0
2011-07-31 11:00:00,3.0,0.0,7.0,11.0,0.0,0.0,0.0,1.0,0.86,0.7424,0.28,0.1642,275.0,21.0,243.0,317.0
2011-07-31 12:00:00,3.0,0.0,7.0,12.0,0.0,0.0,0.0,1.0,0.9,0.7727,0.25,0.19399999999999998,338.0,63.0,246.0,341.0
2011-07-31 13:00:00,3.0,0.0,7.0,13.0,0.0,0.0,0.0,1.0,0.9,0.7727,0.24,0.1343,294.0,-44.0,252.0,308.0
2011-07-31 14:00:00,3.0,0.0,7.0,14.0,0.0,0.0,0.0,1.0,0.9,0.7727,0.24,0.1642,326.0,32.0,283.0,305.0
2011-07-31 15:00:00,3.0,0.0,7.0,15.0,0.0,0.0,0.0,1.0,0.92,0.7727,0.18,0.2985,293.0,-33.0,238.0,302.0
2011-07-31 16:00:00,3.0,0.0,7.0,16.0,0.0,0.0,0.0,1.0,0.92,0.7727,0.17,0.2836,306.0,13.0,249.0,302.0
2011-07-31 17:00:00,3.0,0.0,7.0,17.0,0.0,0.0,0.0,1.0,0.92,0.7727,0.16,0.1642,320.0,14.0,249.0,302.0
2011-07-31 18:00:00,3.0,0.0,7.0,18.0,0.0,0.0,0.0,1.0,0.86,0.7879,0.41,0.2836,304.0,-16.0,243.0,299.0
2011-07-31 19:00:00,3.0,0.0,7.0,19.0,0.0,0.0,0.0,1.0,0.8,0.7576,0.55,0.3284,274.0,-30.0,240.0,256.0
2011-07-31 20:00:00,3.0,0.0,7.0,20.0,0.0,0.0,0.0,1.0,0.8,0.7576,0.55,0.3284,275.0,1.0,195.0,206.0
2011-07-31 21:00:00,3.0,0.0,7.0,21.0,0.0,0.0,0.0,1.0,0.78,0.7424,0.59,0.2985,164.0,-111.0,153.0,205.0
2011-07-31 22:00:00,3.0,0.0,7.0,22.0,0.0,0.0,0.0,1.0,0.74,0.6970000000000001,0.7,0.2985,96.0,-68.0,98.0,209.0
2011-07-31 23:00:00,3.0,0.0,7.0,23.0,0.0,0.0,0.0,1.0,0.74,0.6970000000000001,0.66,0.2239,70.0,-26.0,50.0,177.0
2011-08-01 00:00:00,3.0,0.0,8.0,0.0,0.0,1.0,1.0,1.0,0.72,0.6818,0.7,0.2239,29.0,-41.0,34.0,113.0
2011-08-01 01:00:00,3.0,0.0,8.0,1.0,0.0,1.0,1.0,1.0,0.72,0.6970000000000001,0.74,0.19399999999999998,17.0,-12.0,12.0,79.0
2011-08-01 02:00:00,3.0,0.0,8.0,2.0,0.0,1.0,1.0,1.0,0.7,0.6667,0.74,0.1045,11.0,-6.0,6.0,67.0
2011-08-01 03:00:00,3.0,0.0,8.0,3.0,0.0,1.0,1.0,1.0,0.7,0.6667,0.79,0.1642,4.0,-7.0,4.0,50.0
2011-08-01 04:00:00,3.0,0.0,8.0,4.0,0.0,1.0,1.0,1.0,0.66,0.6061,0.83,0.1343,4.0,0.0,6.0,13.0
2011-08-01 05:00:00,3.0,0.0,8.0,5.0,0.0,1.0,1.0,1.0,0.66,0.6061,0.83,0.1045,26.0,22.0,24.0,8.0
2011-08-01 06:00:00,3.0,0.0,8.0,6.0,0.0,1.0,1.0,1.0,0.66,0.6061,0.83,0.0896,100.0,74.0,107.0,13.0
2011-08-01 07:00:00,3.0,0.0,8.0,7.0,0.0,1.0,1.0,1.0,0.74,0.6818,0.62,0.0,282.0,182.0,277.0,45.0
2011-08-01 08:00:00,3.0,0.0,8.0,8.0,0.0,1.0,1.0,1.0,0.8,0.7273,0.43,0.19399999999999998,382.0,100.0,387.0,142.0
2011-08-01 09:00:00,3.0,0.0,8.0,9.0,0.0,1.0,1.0,1.0,0.82,0.7424,0.41,0.0,166.0,-216.0,135.0,183.0
2011-08-01 10:00:00,3.0,0.0,8.0,10.0,0.0,1.0,1.0,1.0,0.86,0.7576,0.36,0.1642,97.0,-69.0,84.0,254.0
2011-08-01 11:00:00,3.0,0.0,8.0,11.0,0.0,1.0,1.0,1.0,0.88,0.7727,0.32,0.1642,119.0,22.0,107.0,275.0
2011-08-01 12:00:00,3.0,0.0,8.0,12.0,0.0,1.0,1.0,1.0,0.9,0.8029999999999999,0.33,0.2537,168.0,49.0,67.0,338.0
2011-08-01 13:00:00,3.0,0.0,8.0,13.0,0.0,1.0,1.0,1.0,0.9,0.8029999999999999,0.31,0.2985,150.0,-18.0,78.0,294.0
2011-08-01 14:00:00,3.0,0.0,8.0,14.0,0.0,1.0,1.0,1.0,0.92,0.8182,0.29,0.19399999999999998,123.0,-27.0,90.0,326.0
2011-08-01 15:00:00,3.0,0.0,8.0,15.0,0.0,1.0,1.0,1.0,0.9,0.7879,0.27,0.0,129.0,6.0,112.0,293.0
2011-08-01 16:00:00,3.0,0.0,8.0,16.0,0.0,1.0,1.0,1.0,0.9,0.7879,0.27,0.0,231.0,102.0,198.0,306.0
2011-08-01 17:00:00,3.0,0.0,8.0,17.0,0.0,1.0,1.0,1.0,0.76,0.6818,0.45,0.2985,514.0,283.0,485.0,320.0
2011-08-01 18:00:00,3.0,0.0,8.0,18.0,0.0,1.0,1.0,1.0,0.78,0.6970000000000001,0.43,0.19399999999999998,543.0,29.0,533.0,304.0
2011-08-01 19:00:00,3.0,0.0,8.0,19.0,0.0,1.0,1.0,1.0,0.74,0.6667,0.51,0.2239,413.0,-130.0,386.0,274.0
2011-08-01 20:00:00,3.0,0.0,8.0,20.0,0.0,1.0,1.0,1.0,0.72,0.6818,0.62,0.2239,305.0,-108.0,302.0,275.0
2011-08-01 21:00:00,3.0,0.0,8.0,21.0,0.0,1.0,1.0,1.0,0.7,0.6515,0.7,0.2537,220.0,-85.0,194.0,164.0
2011-08-01 22:00:00,3.0,0.0,8.0,22.0,0.0,1.0,1.0,1.0,0.7,0.6515,0.7,0.0896,137.0,-83.0,125.0,96.0
2011-08-01 23:00:00,3.0,0.0,8.0,23.0,0.0,1.0,1.0,1.0,0.68,0.6364,0.74,0.19399999999999998,96.0,-41.0,87.0,70.0
2011-08-02 00:00:00,3.0,0.0,8.0,0.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.74,0.0,29.0,-67.0,28.0,29.0
2011-08-02 01:00:00,3.0,0.0,8.0,1.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.74,0.1045,12.0,-17.0,12.0,17.0
2011-08-02 02:00:00,3.0,0.0,8.0,2.0,0.0,2.0,1.0,1.0,0.68,0.6364,0.69,0.0,8.0,-4.0,7.0,11.0
2011-08-02 03:00:00,3.0,0.0,8.0,3.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.74,0.19399999999999998,5.0,-3.0,4.0,4.0
2011-08-02 04:00:00,3.0,0.0,8.0,4.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.74,0.1045,10.0,5.0,6.0,4.0
2011-08-02 05:00:00,3.0,0.0,8.0,5.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.74,0.1343,21.0,11.0,27.0,26.0
2011-08-02 06:00:00,3.0,0.0,8.0,6.0,0.0,2.0,1.0,1.0,0.68,0.6364,0.69,0.1045,117.0,96.0,110.0,100.0
2011-08-02 07:00:00,3.0,0.0,8.0,7.0,0.0,2.0,1.0,1.0,0.72,0.6667,0.61,0.2836,335.0,218.0,318.0,282.0
2011-08-02 08:00:00,3.0,0.0,8.0,8.0,0.0,2.0,1.0,1.0,0.74,0.6818,0.58,0.2836,435.0,100.0,424.0,382.0
2011-08-02 09:00:00,3.0,0.0,8.0,9.0,0.0,2.0,1.0,1.0,0.78,0.6970000000000001,0.46,0.2985,213.0,-222.0,187.0,166.0
2011-08-02 10:00:00,3.0,0.0,8.0,10.0,0.0,2.0,1.0,1.0,0.82,0.7273,0.36,0.2985,140.0,-73.0,138.0,97.0
2011-08-02 11:00:00,3.0,0.0,8.0,11.0,0.0,2.0,1.0,1.0,0.84,0.7273,0.32,0.4179,128.0,-12.0,151.0,119.0
2011-08-02 12:00:00,3.0,0.0,8.0,12.0,0.0,2.0,1.0,1.0,0.86,0.7424,0.3,0.2836,157.0,29.0,147.0,168.0
2011-08-02 13:00:00,3.0,0.0,8.0,13.0,0.0,2.0,1.0,1.0,0.86,0.7424,0.3,0.2239,203.0,46.0,182.0,150.0
2011-08-02 14:00:00,3.0,0.0,8.0,14.0,0.0,2.0,1.0,1.0,0.9,0.7727,0.25,0.2836,159.0,-44.0,147.0,123.0
2011-08-02 15:00:00,3.0,0.0,8.0,15.0,0.0,2.0,1.0,1.0,0.9,0.7727,0.25,0.2836,168.0,9.0,163.0,129.0
2011-08-02 16:00:00,3.0,0.0,8.0,16.0,0.0,2.0,1.0,1.0,0.9,0.7727,0.25,0.2836,274.0,106.0,254.0,231.0
2011-08-02 17:00:00,3.0,0.0,8.0,17.0,0.0,2.0,1.0,2.0,0.9,0.7879,0.27,0.1343,556.0,282.0,537.0,514.0
2011-08-02 18:00:00,3.0,0.0,8.0,18.0,0.0,2.0,1.0,2.0,0.86,0.7576,0.34,0.19399999999999998,556.0,0.0,546.0,543.0
2011-08-02 19:00:00,3.0,0.0,8.0,19.0,0.0,2.0,1.0,2.0,0.86,0.7576,0.36,0.2239,454.0,-102.0,398.0,413.0
2011-08-02 20:00:00,3.0,0.0,8.0,20.0,0.0,2.0,1.0,2.0,0.82,0.7576,0.46,0.2537,288.0,-166.0,290.0,305.0
2011-08-02 21:00:00,3.0,0.0,8.0,21.0,0.0,2.0,1.0,1.0,0.8,0.7424,0.52,0.2239,254.0,-34.0,267.0,220.0
2011-08-02 22:00:00,3.0,0.0,8.0,22.0,0.0,2.0,1.0,2.0,0.78,0.7424,0.59,0.1642,191.0,-63.0,158.0,137.0
2011-08-02 23:00:00,3.0,0.0,8.0,23.0,0.0,2.0,1.0,2.0,0.8,0.7424,0.49,0.1642,132.0,-59.0,89.0,96.0
2011-08-03 00:00:00,3.0,0.0,8.0,0.0,0.0,3.0,1.0,2.0,0.8,0.7424,0.49,0.1642,43.0,-89.0,45.0,29.0
2011-08-03 01:00:00,3.0,0.0,8.0,1.0,0.0,3.0,1.0,2.0,0.78,0.7121,0.52,0.1642,16.0,-27.0,10.0,12.0
2011-08-03 02:00:00,3.0,0.0,8.0,2.0,0.0,3.0,1.0,2.0,0.78,0.7121,0.49,0.1642,11.0,-5.0,6.0,8.0
2011-08-03 03:00:00,3.0,0.0,8.0,3.0,0.0,3.0,1.0,2.0,0.76,0.6970000000000001,0.55,0.0896,4.0,-7.0,4.0,5.0
2011-08-03 04:00:00,3.0,0.0,8.0,4.0,0.0,3.0,1.0,2.0,0.76,0.6970000000000001,0.52,0.1642,7.0,3.0,4.0,10.0
2011-08-03 05:00:00,3.0,0.0,8.0,5.0,0.0,3.0,1.0,2.0,0.76,0.6970000000000001,0.55,0.0896,24.0,17.0,18.0,21.0
2011-08-03 06:00:00,3.0,0.0,8.0,6.0,0.0,3.0,1.0,3.0,0.72,0.6818,0.66,0.4925,110.0,86.0,123.0,117.0
2011-08-03 07:00:00,3.0,0.0,8.0,7.0,0.0,3.0,1.0,2.0,0.74,0.6667,0.51,0.2239,271.0,161.0,347.0,335.0
2011-08-03 08:00:00,3.0,0.0,8.0,8.0,0.0,3.0,1.0,2.0,0.74,0.6667,0.51,0.1642,437.0,166.0,433.0,435.0
2011-08-03 09:00:00,3.0,0.0,8.0,9.0,0.0,3.0,1.0,2.0,0.74,0.6818,0.55,0.19399999999999998,195.0,-242.0,216.0,213.0
2011-08-03 10:00:00,3.0,0.0,8.0,10.0,0.0,3.0,1.0,3.0,0.74,0.6818,0.58,0.0896,68.0,-127.0,114.0,140.0
2011-08-03 11:00:00,3.0,0.0,8.0,11.0,0.0,3.0,1.0,2.0,0.74,0.6818,0.58,0.1045,122.0,54.0,136.0,128.0
2011-08-03 12:00:00,3.0,0.0,8.0,12.0,0.0,3.0,1.0,3.0,0.76,0.6970000000000001,0.55,0.1343,161.0,39.0,169.0,157.0
2011-08-03 13:00:00,3.0,0.0,8.0,13.0,0.0,3.0,1.0,2.0,0.76,0.7121,0.58,0.2239,144.0,-17.0,180.0,203.0
2011-08-03 14:00:00,3.0,0.0,8.0,14.0,0.0,3.0,1.0,2.0,0.76,0.7121,0.58,0.2239,147.0,3.0,127.0,159.0
2011-08-03 15:00:00,3.0,0.0,8.0,15.0,0.0,3.0,1.0,2.0,0.7,0.6667,0.79,0.1343,118.0,-29.0,140.0,168.0
2011-08-03 16:00:00,3.0,0.0,8.0,16.0,0.0,3.0,1.0,3.0,0.68,0.6364,0.79,0.0,150.0,32.0,268.0,274.0
2011-08-03 17:00:00,3.0,0.0,8.0,17.0,0.0,3.0,1.0,2.0,0.7,0.6667,0.79,0.0,425.0,275.0,572.0,556.0
